time,open,high,low,close
2026-05-28 12:00:00+00:00,1989.88,1990.86,1987.63,1988.69
2026-05-28 12:05:00+00:00,1988.68,1989.73,1988.08,1988.57
2026-05-28 12:10:00+00:00,1988.56,1988.72,1986.53,1986.8
2026-05-28 12:15:00+00:00,1986.79,1987.66,1984.97,1985.73
2026-05-28 12:20:00+00:00,1985.73,1986.12,1981.57,1981.8
2026-05-28 12:25:00+00:00,1981.81,1986.34,1981.75,1985.89
2026-05-28 12:30:00+00:00,1985.89,1991.35,1985.89,1989.07
2026-05-28 12:35:00+00:00,1989.07,1992.5,1988.0,1992.09
2026-05-28 12:40:00+00:00,1992.09,1993.35,1991.19,1991.19
2026-05-28 12:45:00+00:00,1991.19,1994.58,1990.75,1992.94
2026-05-28 12:50:00+00:00,1992.93,1992.96,1990.97,1992.25
2026-05-28 12:55:00+00:00,1992.24,1992.48,1991.39,1991.89
2026-05-28 13:00:00+00:00,1991.88,1995.0,1991.69,1992.06
2026-05-28 13:05:00+00:00,1992.05,1992.15,1986.81,1987.35
2026-05-28 13:10:00+00:00,1987.35,1987.98,1986.56,1986.91
2026-05-28 13:15:00+00:00,1986.9,1987.63,1984.98,1985.99
2026-05-28 13:20:00+00:00,1985.98,1986.22,1983.35,1984.47
2026-05-28 13:25:00+00:00,1984.47,1988.5,1979.31,1986.84
2026-05-28 13:30:00+00:00,1986.84,1987.23,1981.94,1983.75
2026-05-28 13:35:00+00:00,1983.74,1983.8,1978.98,1981.62
2026-05-28 13:40:00+00:00,1981.61,1981.9,1975.35,1976.23
2026-05-28 13:45:00+00:00,1976.24,1980.13,1976.24,1978.82
2026-05-28 13:50:00+00:00,1978.82,1985.5,1978.27,1980.91
2026-05-28 13:55:00+00:00,1980.91,1982.16,1977.84,1981.55
2026-05-28 14:00:00+00:00,1981.55,1982.39,1973.58,1976.77
2026-05-28 14:05:00+00:00,1976.76,1981.6,1967.38,1981.6
2026-05-28 14:10:00+00:00,1981.6,1994.51,1975.01,1993.72
2026-05-28 14:15:00+00:00,1993.71,2002.5,1990.52,1999.61
2026-05-28 14:20:00+00:00,1999.61,1999.61,1986.86,1989.64
2026-05-28 14:25:00+00:00,1989.63,1993.86,1987.38,1989.71
2026-05-28 14:30:00+00:00,1989.71,1992.65,1986.86,1986.87
2026-05-28 14:35:00+00:00,1986.87,1989.68,1985.44,1987.42
2026-05-28 14:40:00+00:00,1987.41,1991.0,1981.35,1984.36
2026-05-28 14:45:00+00:00,1984.36,1987.95,1981.97,1985.52
